Start Date;Start Hour;End Date;End Hour;Maneuver Duration;Data available;Satellite;Maneuver;Maneuver Type;Propellant Type;Propellant subtype;Propellant Name
03/05/2010;17:55:05;04/05/2010;00:35:17;06:40:12;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
04/05/2010;18:38:33;04/05/2010;18:48:33;00:10:00;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
05/05/2010;17:44:15;05/05/2010;17:59:16;00:15:01;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
06/05/2010;18:26:39;06/05/2010;18:51:40;00:25:01;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
18/05/2010;00:42:56;18/05/2010;04:16:14;03:33:18;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
18/05/2010;23:51:10;19/05/2010;03:24:28;03:33:18;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
20/05/2010;23:46:53;21/05/2010;00:02:07;00:15:14;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
20/05/2010;00:38:38;20/05/2010;04:11:56;03:33:18;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
27/05/2010;00:27:45;27/05/2010;04:01:31;03:33:46;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
28/05/2010;01:14:57;28/05/2010;04:51:37;03:36:40;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
15/06/2010;03:02:31;15/06/2010;03:15:14;00:12:43;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
18/06/2010;01:14:35;18/06/2010;01:15:15;00:00:40;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
20/07/2010;12:37:33;20/07/2010;12:37:35;00:00:02;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
02/10/2010;03:01:16;02/10/2010;07:31:56;04:30:40;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
28/10/2010;06:33:13;28/10/2010;06:33:48;00:00:35;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
16/12/2010;03:07:18;16/12/2010;03:09:54;00:02:36;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
21/01/2011;10:05:14;21/01/2011;10:07:48;00:02:34;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
11/03/2011;08:19:53;11/03/2011;08:22:05;00:02:12;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
14/04/2011;09:34:14;14/04/2011;09:38:14;00:04:00;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
01/06/2011;06:13:25;01/06/2011;06:14:23;00:00:58;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
28/07/2011;04:25:14;28/07/2011;04:28:17;00:03:03;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
01/09/2011;11:13:43;01/09/2011;11:16:35;00:02:52;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
29/09/2011;08:29:59;29/09/2011;08:33:03;00:03:04;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
21/10/2011;09:21:26;21/10/2011;09:25:24;00:03:58;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
09/11/2011;12:47:24;09/11/2011;12:53:11;00:05:47;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
29/11/2011;07:07:14;29/11/2011;07:12:02;00:04:48;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
21/12/2011;09:39:07;21/12/2011;09:41:49;00:02:42;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
16/02/2012;06:47:00;16/02/2012;06:49:43;00:02:43;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
15/03/2012;14:02:14;15/03/2012;14:04:54;00:02:40;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
22/03/2012;14:37:24;22/03/2012;14:38:44;00:01:20;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
19/04/2012;11:57:09;19/04/2012;11:59:49;00:02:40;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
15/05/2012;11:00:53;15/05/2012;11:03:42;00:02:49;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
12/06/2012;09:59:43;12/06/2012;10:03:46;00:04:03;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
12/07/2012;08:56:48;12/07/2012;08:57:43;00:00:55;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
26/07/2012;06:47:24;26/07/2012;06:48:34;00:01:10;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
13/08/2012;07:16:54;13/08/2012;07:17:40;00:00:46;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
20/09/2012;08:03:40;20/09/2012;08:06:41;00:03:01;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
18/10/2012;07:03:00;18/10/2012;07:06:28;00:03:28;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
29/11/2012;12:09:01;29/11/2012;12:12:39;00:03:38;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
09/01/2013;21:24:21;09/01/2013;21:28:50;00:04:29;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
31/01/2013;10:42:52;31/01/2013;10:45:11;00:02:19;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
07/03/2013;08:37:46;07/03/2013;08:39:48;00:02:02;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
04/04/2013;12:34:30;04/04/2013;12:37:24;00:02:54;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
23/04/2013;09:24:49;23/04/2013;09:26:59;00:02:10;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
16/05/2013;07:45:11;16/05/2013;07:47:49;00:02:38;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
06/06/2013;06:11:25;06/06/2013;06:13:01;00:01:36;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
19/07/2013;05:27:14;19/07/2013;05:30:05;00:02:51;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
15/08/2013;13:34:21;15/08/2013;13:36:44;00:02:23;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
03/09/2013;21:58:18;03/09/2013;22:01:36;00:03:18;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
10/10/2013;21:07:06;10/10/2013;21:30:30;00:23:24;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
15/10/2013;03:55:04;15/10/2013;04:00:06;00:05:02;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
15/10/2013;00:42:58;15/10/2013;00:48:12;00:05:14;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
01/11/2013;09:07:09;01/11/2013;09:09:39;00:02:30;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
15/11/2013;05:17:38;15/11/2013;05:22:29;00:04:51;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
05/12/2013;09:32:25;05/12/2013;09:35:27;00:03:02;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
18/12/2013;18:08:21;18/12/2013;18:11:12;00:02:51;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
09/01/2014;05:24:49;09/01/2014;05:26:47;00:01:58;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
31/01/2014;06:41:13;31/01/2014;06:42:54;00:01:41;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
19/02/2014;06:49:00;19/02/2014;06:51:50;00:02:50;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
05/03/2014;09:28:25;05/03/2014;09:32:44;00:04:19;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
21/03/2014;05:43:55;21/03/2014;05:47:22;00:03:27;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
03/04/2014;04:26:02;03/04/2014;04:30:01;00:03:59;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
20/04/2014;10:12:34;20/04/2014;10:16:26;00:03:52;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
16/05/2014;08:40:17;16/05/2014;08:44:18;00:04:01;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
18/06/2014;08:18:37;18/06/2014;08:22:37;00:04:00;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
18/07/2014;12:12:17;18/07/2014;12:14:53;00:02:36;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
28/08/2014;08:15:54;28/08/2014;08:17:17;00:01:23;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
24/09/2014;08:06:17;24/09/2014;08:09:19;00:03:02;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
07/10/2014;00:54:44;07/10/2014;00:58:52;00:04:08;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
09/10/2014;05:55:24;09/10/2014;05:57:39;00:02:15;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
30/10/2014;05:09:15;30/10/2014;05:12:37;00:03:22;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
14/11/2014;05:26:41;14/11/2014;05:30:23;00:03:42;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
04/12/2014;13:00:32;04/12/2014;13:03:57;00:03:25;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
19/12/2014;04:56:31;19/12/2014;05:00:59;00:04:28;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
08/01/2015;14:11:18;08/01/2015;14:16:17;00:04:59;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
17/01/2015;05:17:35;17/01/2015;05:21:21;00:03:46;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
20/01/2015;10:26:40;20/01/2015;10:32:43;00:06:03;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
12/02/2015;10:26:55;12/02/2015;10:32:48;00:05:53;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
16/03/2015;22:33:10;16/03/2015;22:36:40;00:03:30;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
07/04/2015;18:26:23;07/04/2015;18:30:17;00:03:54;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
30/04/2015;06:52:36;30/04/2015;06:55:20;00:02:44;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
25/05/2015;06:48:29;25/05/2015;06:51:11;00:02:42;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
30/06/2015;12:09:04;30/06/2015;12:10:44;00:01:40;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
27/07/2015;00:00:59;27/07/2015;02:09:32;02:08:33;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
27/08/2015;01:46:01;27/08/2015;01:49:54;00:03:53;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
01/10/2015;23:59:10;02/10/2015;00:01:24;00:02:14;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
03/11/2015;19:10:20;03/11/2015;19:13:33;00:03:13;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
30/11/2015;19:01:52;30/11/2015;19:04:28;00:02:36;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
22/12/2015;05:01:57;22/12/2015;05:02:59;00:01:02;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
15/01/2016;07:29:35;15/01/2016;07:30:19;00:00:44;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
19/02/2016;05:23:21;19/02/2016;05:25:05;00:01:44;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
22/03/2016;04:12:47;22/03/2016;04:15:56;00:03:09;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
05/04/2016;22:54:43;06/04/2016;08:44:17;09:49:34;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
10/05/2016;11:34:00;10/05/2016;11:36:14;00:02:14;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
23/06/2016;23:11:31;23/06/2016;23:13:35;00:02:04;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
28/07/2016;08:00:35;28/07/2016;08:00:55;00:00:20;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
20/10/2016;04:52:09;20/10/2016;04:54:16;00:02:07;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
16/12/2016;05:17:51;16/12/2016;05:19:28;00:01:37;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
07/02/2017;14:07:36;07/02/2017;14:09:51;00:02:15;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
16/03/2017;05:21:36;16/03/2017;05:22:25;00:00:49;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
31/05/2017;12:45:36;31/05/2017;12:46:52;00:01:16;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
06/07/2017;04:39:33;06/07/2017;04:40:15;00:00:42;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
23/08/2017;07:52:15;23/08/2017;07:54:44;00:02:29;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
05/10/2017;12:07:39;05/10/2017;12:10:10;00:02:31;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
30/11/2017;13:00:37;30/11/2017;13:02:01;00:01:24;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
20/12/2017;11:02:37;20/12/2017;11:03:34;00:00:57;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
23/03/2018;08:13:59;23/03/2018;08:19:27;00:05:28;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
23/03/2018;15:47:09;23/03/2018;15:52:37;00:05:28;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
26/04/2018;03:57:37;26/04/2018;03:59:59;00:02:22;No data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
03/07/2018;13:06:37;03/07/2018;13:08:02;00:01:25;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
09/07/2018;03:32:44;09/07/2018;03:38:10;00:05:26;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
12/07/2018;05:52:52;12/07/2018;05:58:23;00:05:31;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
15/11/2018;09:14:23;15/11/2018;09:15:50;00:01:27;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
13/12/2018;08:04:29;13/12/2018;08:06:03;00:01:34;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
22/12/2018;21:20:26;22/12/2018;23:05:04;01:44:38;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
14/02/2019;09:56:32;14/02/2019;09:58:27;00:01:55;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
03/04/2019;11:32:31;03/04/2019;11:33:00;00:00:29;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
06/06/2019;05:55:17;06/06/2019;05:56:09;00:00:52;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
31/07/2019;04:46:01;31/07/2019;04:47:59;00:01:58;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
17/09/2019;14:36:22;17/09/2019;14:38:45;00:02:23;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
13/11/2019;15:02:37;13/11/2019;15:04:08;00:01:31;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
15/01/2020;12:10:37;15/01/2020;12:11:27;00:00:50;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
27/02/2020;16:12:37;27/02/2020;16:14:01;00:01:24;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
02/04/2020;19:02:27;02/04/2020;19:04:34;00:02:07;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
14/05/2020;15:55:37;14/05/2020;15:57:20;00:01:43;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
16/07/2020;22:41:05;16/07/2020;22:50:48;00:09:43;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
20/07/2020;22:34:41;21/07/2020;00:19:54;01:45:13;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
21/07/2020;01:53:08;21/07/2020;03:38:22;01:45:14;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
23/07/2020;23:18:08;24/07/2020;01:02:55;01:44:47;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
24/07/2020;02:36:37;24/07/2020;04:21:24;01:44:47;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
27/07/2020;23:10:16;28/07/2020;00:54:49;01:44:33;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
28/07/2020;02:28:45;28/07/2020;04:13:18;01:44:33;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
30/07/2020;23:20:34;30/07/2020;23:27:30;00:06:56;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
09/09/2020;08:35:52;09/09/2020;08:37:02;00:01:10;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
22/10/2020;06:16:38;22/10/2020;06:17:40;00:01:02;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
25/11/2020;18:45:38;25/11/2020;18:47:17;00:01:39;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
03/12/2020;09:40:41;03/12/2020;11:21:56;01:41:15;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
26/01/2021;23:06:39;26/01/2021;23:08:41;00:02:02;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
23/03/2021;19:47:41;23/03/2021;19:49:37;00:01:56;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
20/05/2021;08:03:10;20/05/2021;08:04:24;00:01:14;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
17/06/2021;15:25:57;17/06/2021;15:27:05;00:01:08;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
29/07/2021;02:32:27;29/07/2021;02:34:06;00:01:39;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
16/09/2021;01:47:12;16/09/2021;01:50:05;00:02:53;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
13/10/2021;23:17:00;13/10/2021;23:19:22;00:02:22;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
25/11/2021;21:07:19;25/11/2021;21:09:07;00:01:48;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
22/12/2021;12:40:40;22/12/2021;12:42:21;00:01:41;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
21/01/2022;03:35:06;21/01/2022;03:36:46;00:01:40;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
22/02/2022;17:28:42;22/02/2022;17:30:55;00:02:13;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
22/03/2022;16:24:43;22/03/2022;16:27:27;00:02:44;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
13/04/2022;15:52:48;13/04/2022;15:55:57;00:03:09;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
28/04/2022;11:18:30;28/04/2022;13:01:07;01:42:37;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
05/05/2022;14:55:47;05/05/2022;14:59:53;00:04:06;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
24/05/2022;15:20:40;24/05/2022;15:22:06;00:01:26;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
07/06/2022;12:42:45;07/06/2022;14:29:55;01:47:10;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
07/06/2022;09:24:16;07/06/2022;11:11:27;01:47:11;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
09/06/2022;18:53:51;09/06/2022;18:55:06;00:01:15;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
20/06/2022;21:48:14;20/06/2022;21:53:28;00:05:14;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
20/06/2022;18:29:53;20/06/2022;20:14:18;01:44:25;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
23/06/2022;17:33:43;23/06/2022;19:19:36;01:45:53;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
27/06/2022;17:26:20;27/06/2022;17:32:36;00:06:16;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
14/07/2022;14:37:43;14/07/2022;14:39:54;00:02:11;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
03/08/2022;17:18:41;03/08/2022;17:20:17;00:01:36;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
01/09/2022;17:13:36;01/09/2022;17:14:24;00:00:48;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
29/09/2022;16:20:44;29/09/2022;16:22:37;00:01:53;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
02/10/2022;19:36:14;02/10/2022;19:38:43;00:02:29;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
05/10/2022;19:26:03;05/10/2022;19:29:39;00:03:36;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
27/10/2022;17:06:20;27/10/2022;17:08:58;00:02:38;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
22/11/2022;16:17:45;22/11/2022;16:20:13;00:02:28;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
21/12/2022;19:30:29;21/12/2022;19:33:31;00:03:02;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
12/01/2023;18:48:42;12/01/2023;18:52:07;00:03:25;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
24/01/2023;15:06:47;24/01/2023;15:10:43;00:03:56;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
13/02/2023;17:25:54;13/02/2023;17:31:05;00:05:11;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
21/02/2023;15:55:17;21/02/2023;15:57:14;00:01:57;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
08/03/2023;16:14:40;08/03/2023;16:19:56;00:05:16;All data available;CRYOSAT2;Maneuver;Orbit Maintenance Maneuver;Gas;Cold Gas;N2
